dataset,method,image_id,height,width,runtime_s,status
BSDS500,AGWi_fmax0.45,41006,321,481,0.584648,OK
BSDS500,AGWi_fmax0.45,41029,321,481,0.592763,OK
BSDS500,AGWi_fmax0.45,41085,321,481,0.602802,OK
BSDS500,AGWi_fmax0.45,41096,321,481,0.611677,OK
BSDS500,AGWi_fmax0.45,43033,321,481,0.598871,OK
BSDS500,AGWi_fmax0.45,43051,321,481,0.593193,OK
BSDS500,AGWi_fmax0.45,45000,321,481,0.590155,OK
BSDS500,AGWi_fmax0.45,48017,321,481,0.607984,OK
BSDS500,AGWi_fmax0.45,48025,321,481,0.628924,OK
BSDS500,AGWi_fmax0.45,49024,321,481,0.593482,OK
BSDS500,AGWi_fmax0.45,5096,321,481,0.585237,OK
BSDS500,AGWi_fmax0.45,51084,321,481,0.594760,OK
BSDS500,AGWi_fmax0.45,6046,481,321,0.597728,OK
BSDS500,AGWi_fmax0.45,61034,481,321,0.596170,OK
BSDS500,AGWi_fmax0.45,64061,481,321,0.594869,OK
BSDS500,AGWi_fmax0.45,65084,481,321,0.602934,OK
BSDS500,AGWi_fmax0.45,69000,321,481,0.605886,OK
BSDS500,AGWi_fmax0.45,69007,321,481,0.633833,OK
BSDS500,AGWi_fmax0.45,69022,321,481,0.613532,OK
BSDS500,AGWi_fmax0.45,70011,321,481,0.588281,OK
BSDS500,AGWi_fmax0.45,70090,481,321,0.595806,OK
BSDS500,AGWi_fmax0.45,71076,481,321,0.616594,OK
BSDS500,AGWi_fmax0.45,71099,321,481,0.608654,OK
BSDS500,AGWi_fmax0.45,77062,321,481,0.601829,OK
BSDS500,AGWi_fmax0.45,78098,321,481,0.598432,OK
BSDS500,AGWi_fmax0.45,79073,321,481,0.625017,OK
BSDS500,AGWi_fmax0.45,80085,321,481,0.596940,OK
BSDS500,AGWi_fmax0.45,80090,481,321,0.597263,OK
BSDS500,AGWi_fmax0.45,8068,321,481,0.590825,OK
BSDS500,AGWi_fmax0.45,81066,321,481,0.595216,OK
BSDS500,AGWi_fmax0.45,81090,481,321,0.600309,OK
BSDS500,AGWi_fmax0.45,81095,321,481,0.597477,OK
BSDS500,AGWi_fmax0.45,87015,321,481,0.588052,OK
BSDS500,AGWi_fmax0.45,92014,321,481,0.598194,OK
BSDS500,AGWi_fmax0.45,94095,321,481,0.608772,OK
BSDS500,AGWi_fmax0.45,97010,321,481,0.593576,OK
